timestamp,consumption_mw,region,temperature,humidity,wind_speed,cloud_cover,hour,dayofweek,month,dayofyear,is_weekend,hour_sin,hour_cos,month_sin,month_cos,dayofweek_sin,dayofweek_cos,region_code,lag_1h,lag_2h,lag_3h,lag_6h,lag_12h,lag_24h,rolling_mean_6h,rolling_mean_12h,rolling_mean_24h
2025-11-03 00:00:00,5981.0,Auvergne-Rhone-Alpes,7.8,99,3.5,43,0,0,11,307,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,6304.0,6669.0,6398.5,7134.0,7233.0,5637.5,6699.333333333333,6562.125,6153.604166666667
2025-11-03 01:00:00,6015.5,Auvergne-Rhone-Alpes,7.4,100,2.0,100,1,0,11,307,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,5981.0,6304.0,6669.0,7003.5,6735.5,5528.0,6507.166666666667,6457.791666666667,6167.916666666667
2025-11-03 02:00:00,5953.0,Auvergne-Rhone-Alpes,7.6,100,1.5,98,2,0,11,307,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,6015.5,5981.0,6304.0,6687.0,6154.5,5327.0,6342.5,6397.791666666667,6188.229166666667
2025-11-03 03:00:00,5842.5,Auvergne-Rhone-Alpes,7.1,100,0.9,98,3,0,11,307,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,5953.0,6015.5,5981.0,6398.5,6027.5,5173.5,6220.166666666667,6381.0,6214.3125
2025-11-03 04:00:00,6019.5,Auvergne-Rhone-Alpes,6.8,100,1.2,100,4,0,11,307,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,5842.5,5953.0,6015.5,6669.0,5791.5,5114.5,6127.5,6365.583333333333,6242.1875
2025-11-03 05:00:00,6477.0,Auvergne-Rhone-Alpes,7.2,100,2.1,100,5,0,11,307,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,6019.5,5842.5,5953.0,6304.0,6607.5,5206.0,6019.25,6384.583333333333,6279.895833333333
2025-11-03 06:00:00,7152.5,Auvergne-Rhone-Alpes,7.5,100,2.2,100,6,0,11,307,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,6477.0,6019.5,5842.5,5981.0,7134.0,5278.5,6048.083333333333,6373.708333333333,6332.854166666667
2025-11-03 07:00:00,7644.0,Auvergne-Rhone-Alpes,7.3,100,1.9,100,7,0,11,307,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7152.5,6477.0,6019.5,6015.5,7003.5,5537.0,6243.333333333333,6375.25,6410.9375
2025-11-03 08:00:00,8064.0,Auvergne-Rhone-Alpes,7.1,100,1.5,99,8,0,11,307,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7644.0,7152.5,6477.0,5953.0,6687.0,6072.5,6514.75,6428.625,6498.729166666667
2025-11-03 09:00:00,7893.0,Auvergne-Rhone-Alpes,7.3,100,1.5,100,9,0,11,307,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,8064.0,7644.0,7152.5,5842.5,6398.5,6374.5,6866.583333333333,6543.375,6581.708333333333
2025-11-03 10:00:00,7750.0,Auvergne-Rhone-Alpes,8.4,99,0.6,100,10,0,11,307,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7893.0,8064.0,7644.0,6019.5,6669.0,6686.0,7208.333333333333,6667.916666666667,6644.979166666667
2025-11-03 11:00:00,7781.5,Auvergne-Rhone-Alpes,10.0,91,0.8,66,11,0,11,307,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7750.0,7893.0,8064.0,6477.0,6304.0,7006.0,7496.75,6758.0,6689.3125
2025-11-03 12:00:00,7761.5,Auvergne-Rhone-Alpes,11.4,83,0.9,68,12,0,11,307,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7781.5,7750.0,7893.0,7152.5,5981.0,7233.0,7714.166666666667,6881.125,6721.625
2025-11-03 13:00:00,7515.5,Auvergne-Rhone-Alpes,12.4,75,2.6,34,13,0,11,307,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7761.5,7781.5,7750.0,7644.0,6015.5,6735.5,7815.666666666667,7029.5,6743.645833333333
2025-11-03 14:00:00,7126.5,Auvergne-Rhone-Alpes,13.5,69,0.6,31,14,0,11,307,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7515.5,7761.5,7781.5,8064.0,5953.0,6154.5,7794.25,7154.5,6776.145833333333
2025-11-03 15:00:00,6830.5,Auvergne-Rhone-Alpes,14.2,68,2.3,35,15,0,11,307,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7126.5,7515.5,7761.5,7893.0,5842.5,6027.5,7638.0,7252.291666666667,6816.645833333333
2025-11-03 16:00:00,6946.0,Auvergne-Rhone-Alpes,14.4,65,2.7,74,16,0,11,307,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,6830.5,7126.5,7515.5,7750.0,6019.5,5791.5,7460.916666666667,7334.625,6850.104166666667
2025-11-03 17:00:00,7534.5,Auvergne-Rhone-Alpes,14.1,65,3.8,25,17,0,11,307,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,6946.0,6830.5,7126.5,7781.5,6477.0,6607.5,7326.916666666667,7411.833333333333,6898.208333333333
2025-11-03 18:00:00,8028.0,Auvergne-Rhone-Alpes,12.7,78,4.1,0,18,0,11,307,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7534.5,6946.0,6830.5,7761.5,7152.5,7134.0,7285.75,7499.958333333333,6936.833333333333
2025-11-03 19:00:00,7808.5,Auvergne-Rhone-Alpes,10.7,87,3.8,0,19,0,11,307,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,8028.0,7534.5,6946.0,7515.5,7644.0,7003.5,7330.166666666667,7572.916666666667,6974.083333333333
2025-11-03 20:00:00,7440.0,Auvergne-Rhone-Alpes,9.8,90,4.0,0,20,0,11,307,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7808.5,8028.0,7534.5,7126.5,8064.0,6687.0,7379.0,7586.625,7007.625
2025-11-03 21:00:00,7152.0,Auvergne-Rhone-Alpes,9.1,93,4.2,0,21,0,11,307,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7440.0,7808.5,8028.0,6830.5,7893.0,6398.5,7431.25,7534.625,7039.0
2025-11-03 22:00:00,7283.5,Auvergne-Rhone-Alpes,8.5,94,3.6,0,22,0,11,307,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7152.0,7440.0,7808.5,6946.0,7750.0,6669.0,7484.833333333333,7472.875,7070.395833333333
2025-11-03 23:00:00,6950.0,Auvergne-Rhone-Alpes,8.2,94,1.4,0,23,0,11,307,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,7283.5,7152.0,7440.0,7534.5,7781.5,6304.0,7541.083333333333,7434.0,7096.0
2025-11-04 00:00:00,6596.0,Auvergne-Rhone-Alpes,7.6,96,1.4,0,0,1,11,308,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,6950.0,7283.5,7152.0,8028.0,7761.5,5981.0,7443.666666666667,7364.708333333333,7122.916666666667
2025-11-04 01:00:00,6599.5,Auvergne-Rhone-Alpes,7.0,97,4.4,0,1,1,11,308,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,6596.0,6950.0,7283.5,7808.5,7515.5,6015.5,7205.0,7267.583333333333,7148.541666666667
2025-11-04 02:00:00,6559.5,Auvergne-Rhone-Alpes,6.1,100,3.9,10,2,1,11,308,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,6599.5,6596.0,6950.0,7440.0,7126.5,5953.0,7003.5,7191.25,7172.875
2025-11-04 03:00:00,6357.5,Auvergne-Rhone-Alpes,5.6,100,1.9,98,3,1,11,308,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,6559.5,6599.5,6596.0,7152.0,6830.5,5842.5,6856.75,7144.0,7198.145833333333
2025-11-04 04:00:00,6589.0,Auvergne-Rhone-Alpes,5.8,100,4.1,100,4,1,11,308,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,6357.5,6559.5,6599.5,7283.5,6946.0,6019.5,6724.333333333333,7104.583333333333,7219.604166666667
2025-11-04 05:00:00,6966.5,Auvergne-Rhone-Alpes,5.4,100,5.7,100,5,1,11,308,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,6589.0,6357.5,6559.5,6950.0,7534.5,6477.0,6608.583333333333,7074.833333333333,7243.333333333333
2025-11-04 06:00:00,7698.0,Auvergne-Rhone-Alpes,5.1,100,6.4,100,6,1,11,308,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,6966.5,6589.0,6357.5,6596.0,8028.0,7152.5,6611.333333333333,7027.5,7263.729166666667
2025-11-04 07:00:00,8173.5,Auvergne-Rhone-Alpes,4.8,100,6.7,98,7,1,11,308,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,7698.0,6966.5,6589.0,6599.5,7808.5,7644.0,6795.0,7000.0,7286.458333333333
2025-11-04 08:00:00,8319.5,Auvergne-Rhone-Alpes,4.8,100,9.1,97,8,1,11,308,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,8173.5,7698.0,6966.5,6559.5,7440.0,8064.0,7057.333333333333,7030.416666666667,7308.520833333333
2025-11-04 09:00:00,8090.5,Auvergne-Rhone-Alpes,4.6,100,9.0,98,9,1,11,308,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,8319.5,8173.5,7698.0,6357.5,7152.0,7893.0,7350.666666666667,7103.708333333333,7319.166666666667
